Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
com.liferay.portlet.messageboards.model.impl.MBMailingListBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,112,1,2,112,1,0,2,1,112,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBMailingListCacheModel,208,4,28,171.41994263997952,2,3,6.0,1,3357.027293603673,35,1,8192,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.2916880999666048
com.liferay.portlet.messageboards.model.impl.MBMailingListModelImpl,582,85,2,171.41994263997952,2,3,0.2235294117647059,1,7236023.4996305425,35,1,67108864,1,1,1,0.339934634239519,0,27,0,0,549,0,0,18,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,3,27,4,0,1,0.8833333333333333
com.liferay.portlet.messageboards.model.impl.MBMessageBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,133,1,2,133,1,0,2,1,133,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBMessageCacheModel,181,4,28,171.41994263997952,2,3,3.75,1,213.7293849708084,35,1,512,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.2945673908572301
com.liferay.portlet.messageboards.model.impl.MBMessageDisplayImpl,18,9,3,171.41994263997952,9,3,0.0,9,0.3142696805273545,35,1,2,1,1,1,0.0,0,27,9,0,549,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.6666666666666666
com.liferay.portlet.messageboards.model.impl.MBMessageImpl,54,16,2,171.41994263997952,0,3,0.4375,0,0.4960783708246108,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,4,1,0,1,0,0,0,0,1,134,1,1,134,1,0,1,5,134,0,0,1,0.7009187675070028
com.liferay.portlet.messageboards.model.impl.MBMessageModelImpl,696,106,2,171.41994263997952,4,3,0.2735849056603773,1,6487369.445950488,35,1,67108864,1,1,1,0.3666060555964672,2,27,0,0,549,0,0,26,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,4,27,4,0,1,0.8363333333333334
com.liferay.portlet.messageboards.model.impl.MBStatsUserBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,65,1,2,65,1,0,2,1,65,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBStatsUserCacheModel,34,4,7,171.41994263997952,2,3,0.25,1,0.4330127018922193,35,1,2,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.4260208333333333
com.liferay.portlet.messageboards.model.impl.MBStatsUserModelImpl,187,38,2,171.41994263997952,2,3,0.2105263157894736,1,4.9975063033554585,35,1,32,1,1,1,0.4000000000000001,0,27,0,0,549,0,0,18,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,4,27,4,0,1,0.7511111111111111
com.liferay.portlet.messageboards.model.impl.MBThreadBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,105,1,2,105,1,0,2,1,105,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBThreadCacheModel,98,4,18,171.41994263997952,2,3,1.0,1,2.9154759474226504,35,1,8,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.2955858328246418
com.liferay.portlet.messageboards.model.impl.MBThreadFlagBaseImpl,4,1,8,171.41994263997952,0,3,1.0,0,0.0,35,1,2,1,1,1,0.0,0,27,0,0,549,0,0,0,3,2,0,1,0,0,0,0,1,60,1,2,60,1,0,2,1,60,0,1,1,0.3733333333333333
com.liferay.portlet.messageboards.model.impl.MBThreadFlagCacheModel,29,4,6,171.41994263997952,2,3,0.25,1,0.4330127018922193,35,1,2,1,1,1,0.5,0,27,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,1,12,0,0,1,0.3596381208841347
com.liferay.portlet.messageboards.model.impl.MBThreadFlagModelImpl,156,33,2,171.41994263997952,2,3,0.2121212121212121,1,2.608525965655436,35,1,16,1,1,1,0.4000000000000001,0,27,0,0,549,0,0,15,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,3,27,4,0,1,0.8050240384615386
com.liferay.portlet.messageboards.model.impl.MBThreadImpl,16,5,2,171.41994263997952,1,3,0.6,1,0.4898979485566356,35,1,2,1,1,1,0.4714045207910317,0,27,0,0,549,0,0,0,4,1,0,1,0,0,0,0,1,106,1,1,106,1,0,1,5,106,0,0,1,1.0
com.liferay.portlet.messageboards.model.impl.MBThreadModelImpl,457,78,2,171.41994263997952,4,3,0.282051282051282,1,7372.602168203903,35,1,65536,1,1,1,0.3856946079199349,2,27,0,0,549,0,0,21,2,2,4,1,4,0,0,0,1,27,1,2,27,1,0,2,5,27,4,0,1,0.7736666666666667
com.liferay.portlet.messageboards.model.impl.MBTreeWalkerImpl,40,7,3,171.41994263997952,4,3,0.8571428571428571,3,1.2453996981544782,35,1,4,1,1,1,1.247219128924647,0,27,0,0,549,0,0,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,1,12,1,0,1,0.2196666666666666
com.liferay.portlet.messageboards.pop.MessageListenerImpl,149,3,3,0.0,7,212,2.555555555555556,3,725.7706674483304,1,4,2313,4,1,1,0.9428090415820634,0,16,1,0,549,0,0,1,1,2,1,0,1,0,6,0,0,12,2,2,12,2,0,2,0,12,1,0,2,0.1108960573476702
com.liferay.portlet.messageboards.service.MBBanLocalServiceUtil,35,31,2,33.36063696582294,30,11,0.0,4,0.1766846959694084,36,1,2,1,1,1,0.9547589359887344,30,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,7,12,0,0,1,0.5095489130434783
com.liferay.portlet.messageboards.service.MBBanLocalServiceWrapper,35,34,3,33.36063696582294,31,11,0.0,4,0.0,36,1,1,1,1,1,0.93706946036765,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.8789999999999999
com.liferay.portlet.messageboards.service.MBCategoryLocalServiceUtil,65,44,2,33.36063696582294,85,11,0.0,24,0.1490326937341363,36,1,2,1,1,1,6.20262765221809,43,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,12,12,0,0,1,0.5483333333333333
com.liferay.portlet.messageboards.service.MBCategoryLocalServiceWrapper,72,47,3,33.36063696582294,86,11,0.0,24,0.0,36,1,1,1,1,1,6.095877477625532,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.7916666666666667
com.liferay.portlet.messageboards.service.MBCategoryServiceUtil,33,19,2,33.36063696582294,52,11,0.0,24,0.2232968782694361,36,1,2,1,1,1,10.3072789813801,18,2,2,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,5,12,0,0,1,0.5323333333333333
com.liferay.portlet.messageboards.service.MBCategoryServiceWrapper,37,22,3,33.36063696582294,53,11,0.0,24,0.0,36,1,1,1,1,1,10.040196987886024,0,2,1,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.7759687499999999
com.liferay.portlet.messageboards.service.MBDiscussionLocalServiceUtil,28,24,2,33.36063696582294,20,11,0.0,4,0.1998263134713633,36,1,2,1,1,1,1.08240363688233,23,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,3,12,0,0,1,0.543483870967742
com.liferay.portlet.messageboards.service.MBDiscussionLocalServiceWrapper,29,27,3,33.36063696582294,21,11,0.0,4,0.0,36,1,1,1,1,1,1.0522085616183026,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.974
com.liferay.portlet.messageboards.service.MBMailingListLocalServiceUtil,41,27,2,33.36063696582294,61,11,0.0,21,0.1888525745775105,36,1,2,1,1,1,6.068809588954793,26,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,3,12,0,0,1,0.5733333333333334
com.liferay.portlet.messageboards.service.MBMailingListLocalServiceWrapper,42,30,3,33.36063696582294,62,11,0.0,21,0.0,36,1,1,1,1,1,5.927546074821839,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.842940594059406
com.liferay.portlet.messageboards.service.MBMessageLocalServiceUtil,136,81,2,33.36063696582294,122,11,0.0,14,0.1104231099999896,36,1,2,1,1,1,3.1718987733303923,80,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,24,12,0,0,1,0.51
com.liferay.portlet.messageboards.service.MBMessageServiceUtil,65,29,2,33.36063696582294,73,11,0.0,12,0.1824656076596269,36,1,2,1,1,1,4.172495922373349,28,2,1,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,12,12,0,0,1,0.4880000000000001
com.liferay.portlet.messageboards.service.MBMessageServiceWrapper,57,32,3,33.36063696582294,74,11,0.0,12,0.0,36,1,1,1,1,1,4.231468473684636,0,2,1,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.893459283387622
com.liferay.portlet.messageboards.service.MBStatsUserLocalServiceUtil,40,35,2,33.36063696582294,32,11,0.0,4,0.1665986255670085,36,1,2,1,1,1,1.0677078252031311,34,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5976666666666666
com.liferay.portlet.messageboards.service.MBStatsUserLocalServiceWrapper,42,38,3,33.36063696582294,33,11,0.0,4,0.0,36,1,1,1,1,1,1.049781318335648,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.828
com.liferay.portlet.messageboards.service.MBThreadFlagLocalServiceUtil,31,27,2,33.36063696582294,25,11,0.0,4,0.1888525745775105,36,1,2,1,1,1,0.8906233078822998,26,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.506841463414634
com.liferay.portlet.messageboards.service.MBThreadFlagLocalServiceWrapper,31,30,3,33.36063696582294,26,11,0.0,4,0.0,36,1,1,1,1,1,0.8712076503814131,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.945
com.liferay.portlet.messageboards.service.MBThreadLocalServiceUtil,61,50,2,33.36063696582294,45,11,0.0,4,0.14,36,1,2,1,1,1,0.8606629658238704,49,2,0,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,13,12,0,0,1,0.5796666666666667
com.liferay.portlet.messageboards.service.MBThreadLocalServiceWrapper,64,53,3,33.36063696582294,46,11,0.0,4,0.0,36,1,1,1,1,1,0.8541614816500999,0,2,0,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.7503333333333333
com.liferay.portlet.messageboards.service.MBThreadServiceUtil,34,21,2,33.36063696582294,10,11,0.0,3,0.21295885499998,36,1,2,1,1,1,0.7284313590846836,20,2,1,0,549,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,5,12,0,0,1,0.5353333333333332
com.liferay.portlet.messageboards.service.MBThreadServiceWrapper,32,24,3,33.36063696582294,11,11,0.0,3,0.0,36,1,1,1,1,1,0.6959705453537527,0,2,1,0,549,0,0,0,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.8465128205128204
com.liferay.portlet.messageboards.service.base.MBBanLocalServiceBaseImpl,94,78,3,32.74172923553876,18,276,0.0123456790123456,4,0.1104231099999896,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.8753333333333335
com.liferay.portlet.messageboards.service.base.MBBanServiceBaseImpl,69,62,2,32.74172923553876,1,276,0.0153846153846153,1,0.123076923076923,12,1,2,1,1,1,0.4714045207910317,0,2,0,0,549,0,0,0,2,3,1,1,1,0,3,0,1,18,1,3,18,1,0,3,1,18,1,0,1,0.8393333333333333
com.liferay.portlet.messageboards.service.base.MBCategoryLocalServiceBaseImpl,122,105,3,32.74172923553876,18,276,0.0092592592592592,4,0.0957785225258203,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.8943333333333334
com.liferay.portlet.messageboards.service.base.MBCategoryServiceBaseImpl,95,88,2,32.74172923553876,1,276,0.0109890109890109,1,0.1042509118736828,12,1,2,1,1,1,0.4714045207910317,0,2,0,0,549,0,0,0,2,3,1,1,1,0,3,0,1,18,1,3,18,1,0,3,1,18,1,0,1,0.8546666666666666
com.liferay.portlet.messageboards.service.base.MBDiscussionLocalServiceBaseImpl,95,78,3,32.74172923553876,18,276,0.0123456790123456,4,0.1104231099999896,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.877
com.liferay.portlet.messageboards.service.base.MBMailingListLocalServiceBaseImpl,96,79,3,32.74172923553876,18,276,0.0121951219512195,4,0.1097560975609756,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.8783333333333333
com.liferay.portlet.messageboards.service.base.MBStatsUserLocalServiceBaseImpl,103,86,3,32.74172923553876,18,276,0.0112359550561797,4,0.1054026013443467,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.8746666666666666
com.liferay.portlet.messageboards.service.base.MBThreadFlagLocalServiceBaseImpl,95,78,3,32.74172923553876,18,276,0.0123456790123456,4,0.1104231099999896,12,1,2,1,1,1,1.0456258094238746,0,2,0,0,549,0,0,0,2,3,2,1,2,0,3,0,1,13,1,3,13,1,0,3,1,13,2,0,1,0.878
com.liferay.portlet.messageboards.service.base.MBThreadServiceBaseImpl,115,108,2,32.74172923553876,1,276,0.009009009009009,1,0.0944872836189325,12,1,2,1,1,1,0.4714045207910317,0,2,0,0,549,0,0,0,2,3,1,1,1,0,3,0,1,18,1,3,18,1,0,3,1,18,1,0,1,0.8460000000000001
com.liferay.portlet.messageboards.service.http.MBBanServiceHttp,39,2,27,164.05239254579618,6,26,2.0,3,0.0,8,3,6,3,1,1,0.0,2,5,3,3,549,0,0,3,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,2,1,0.2428
com.liferay.portlet.messageboards.service.http.MBBanServiceSoap,13,2,11,164.05239254579618,4,26,1.0,2,0.0,8,3,2,1,1,1,0.0,2,5,2,2,549,0,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,1,1,0.55
com.liferay.portlet.messageboards.service.http.MBCategoryServiceHttp,303,15,24,164.05239254579618,57,26,2.0,25,0.9797958971132714,8,3,6,3,1,1,10.3072789813801,15,5,3,2,549,0,0,16,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,2,1,0.3659548872180451
com.liferay.portlet.messageboards.service.http.MBCategoryServiceSoap,108,15,10,164.05239254579618,52,26,1.0,24,0.0,8,3,2,1,1,1,10.3072789813801,15,5,2,1,549,0,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,1,1,0.7565357142857143
com.liferay.portlet.messageboards.service.http.MBMessageServiceHttp,527,25,25,164.05239254579618,85,26,2.0,13,0.7999999999999999,8,3,6,3,1,1,4.172495922373349,25,5,2,2,549,0,0,26,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,2,1,0.394
com.liferay.portlet.messageboards.service.http.MBMessageServiceSoap,131,19,9,164.05239254579618,73,26,1.0,12,0.0,8,3,2,1,1,1,4.172495922373349,19,5,1,1,549,0,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,1,1,0.7780989010989011
com.liferay.portlet.messageboards.service.http.MBThreadServiceHttp,323,17,25,164.05239254579618,17,26,2.0,4,0.9557692240748188,8,3,6,3,1,1,0.7284313590846836,17,5,2,2,549,0,0,18,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,2,1,0.3433671497584541
com.liferay.portlet.messageboards.service.http.MBThreadServiceSoap,106,16,9,164.05239254579618,9,26,1.0,3,0.0,8,3,2,1,1,1,0.7637626158259734,16,5,1,1,549,0,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,1,1,0.7296546762589927
com.liferay.portlet.messageboards.service.impl.MBBanLocalServiceImpl,53,11,3,275.3535479867453,13,26,0.2727272727272727,3,1.083306844346635,12,2,5,1,1,1,0.8314794192830981,0,24,0,0,549,0,0,1,3,1,3,0,3,0,0,0,0,94,1,1,94,1,0,1,0,94,3,0,1,0.2793333333333333
com.liferay.portlet.messageboards.service.impl.MBCategoryLocalServiceImpl,223,23,3,275.3535479867453,71,26,0.4814814814814815,24,1.4401645996461911,12,2,7,1,1,1,7.742146240053004,0,24,1,1,549,0,0,0,3,1,0,0,0,0,4,0,0,121,1,1,121,1,0,1,0,121,0,0,1,0.3835410447761194
com.liferay.portlet.messageboards.service.impl.MBCategoryServiceImpl,69,15,3,275.3535479867453,52,26,0.1333333333333333,24,0.4,12,2,2,1,1,1,10.3072789813801,0,24,2,1,549,0,0,0,3,1,0,0,0,0,0,0,0,109,1,1,109,1,0,1,0,109,0,0,1,0.2951666666666667
com.liferay.portlet.messageboards.service.impl.MBMailingListLocalServiceImpl,118,6,4,275.3535479867453,54,26,0.6,21,2.3664319132398464,12,2,9,1,1,1,7.980444849756184,0,24,1,1,549,0,0,0,3,1,0,0,0,0,4,0,0,95,1,1,95,1,0,1,0,95,0,0,1,0.1828514851485148
com.liferay.portlet.messageboards.service.impl.MBMessageLocalServiceImpl,1030,60,3,275.3535479867453,123,26,1.0,14,11541.104718559816,12,2,79872,1,1,1,3.2029600634481965,0,24,1,0,549,0,0,1,3,1,2,0,2,0,9,0,0,189,1,1,189,1,0,1,0,189,2,0,1,0.2297808857808858
com.liferay.portlet.messageboards.service.impl.MBMessageServiceImpl,336,25,4,275.3535479867453,85,26,0.7777777777777778,12,5.258737584977436,12,2,16,1,1,1,4.02606304886913,0,24,1,1,549,0,0,0,3,1,0,0,0,0,2,0,0,177,1,1,177,1,0,1,0,177,0,0,1,0.1993499170812603
com.liferay.portlet.messageboards.service.impl.MBStatsUserLocalServiceImpl,101,15,3,275.3535479867453,15,26,0.2666666666666666,4,1.1234866364235143,12,2,5,1,1,1,1.0532687216470449,0,24,1,1,549,0,0,1,3,1,1,0,1,0,0,0,0,102,1,1,102,1,0,1,0,102,1,0,1,0.1514983498349835
com.liferay.portlet.messageboards.service.impl.MBThreadFlagLocalServiceImpl,52,7,3,275.3535479867453,8,26,0.8571428571428571,2,2.381904571504724,12,2,8,1,1,1,0.4714045207910317,0,24,1,1,549,0,0,1,3,1,1,0,1,0,0,0,0,94,1,1,94,1,0,1,0,94,1,0,1,0.1666666666666666
com.liferay.portlet.messageboards.service.impl.MBThreadLocalServiceImpl,443,30,3,275.3535479867453,38,26,0.8,3,9.602890721240223,12,2,48,1,1,1,0.7000000000000001,0,24,1,0,549,0,0,1,3,1,2,0,2,0,5,0,0,140,1,1,140,1,0,1,0,140,2,0,1,0.2976027874564459
com.liferay.portlet.messageboards.service.impl.MBThreadServiceImpl,169,17,4,275.3535479867453,22,26,1.4210526315789471,7,2.1827833003502866,12,2,9,1,1,1,2.0608041101101566,0,24,1,1,549,0,0,0,3,1,0,0,0,0,2,0,0,129,1,1,129,1,0,1,0,129,0,0,1,0.3454035087719298
com.liferay.portlet.messageboards.service.permission.MBCategoryPermission,55,6,8,17.804493814764854,20,15,2.833333333333333,4,6.79256129077161,4,3,20,1,1,1,0.4714045207910317,6,11,3,3,549,0,0,0,1,1,0,0,0,0,0,0,0,12,2,1,12,2,0,1,8,12,0,0,2,0.1956428571428571
com.liferay.portlet.messageboards.service.permission.MBDiscussionPermission,35,4,10,17.804493814764854,30,15,1.5,8,1.0,4,3,4,1,1,1,0.5,4,11,7,7,549,0,0,0,1,1,0,0,0,0,0,0,0,12,2,1,12,2,0,1,2,12,0,0,2,0.0957987421383648
com.liferay.portlet.messageboards.service.permission.MBMessagePermission,33,4,7,17.804493814764854,12,15,1.75,3,6.652067347825035,4,3,17,1,1,1,0.0,4,11,3,3,549,0,0,0,1,1,0,0,0,0,0,0,0,12,2,1,12,2,0,1,11,12,0,0,2,0.1278148148148148
com.liferay.portlet.messageboards.service.permission.MBPermission,5,2,5,17.804493814764854,6,15,0.0,3,0.5,4,3,2,1,1,1,0.0,2,11,3,3,549,0,0,1,1,1,0,0,0,0,0,0,0,12,2,1,12,2,0,1,4,12,0,0,2,0.38
com.liferay.portlet.messageboards.service.persistence.MBBanUtil,72,57,2,1589.2393286443123,102,13,0.0,4,0.1312862240973312,33,2,2,1,1,1,1.0342881929693013,55,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5603333333333333
com.liferay.portlet.messageboards.service.persistence.MBCategoryFinderImpl,105,4,5,1589.2393286443123,26,13,1.6666666666666667,6,8.844332774281067,33,2,25,1,1,1,1.1055415967851332,0,35,3,3,549,3,0,2,2,2,1,0,1,0,2,0,0,40,1,2,40,1,0,2,0,40,1,0,1,0.1615714285714286
com.liferay.portlet.messageboards.service.persistence.MBCategoryFinderUtil,16,6,5,1589.2393286443123,16,13,0.0,5,0.3726779962499649,33,2,2,1,1,1,1.0,5,35,3,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.5297777777777778
com.liferay.portlet.messageboards.service.persistence.MBCategoryUtil,140,95,2,1589.2393286443123,219,13,0.0,5,0.10205641805087,33,2,2,1,1,1,1.2325789144866324,93,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5353333333333333
com.liferay.portlet.messageboards.service.persistence.MBDiscussionUtil,55,42,2,1589.2393286443123,66,13,0.0,4,0.1524553389864964,33,2,2,1,1,1,1.0136567466356647,40,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.569
com.liferay.portlet.messageboards.service.persistence.MBMailingListUtil,80,62,2,1589.2393286443123,123,13,0.0,5,0.1259717689662363,33,2,2,1,1,1,1.1018923117377064,60,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.5350658800393312
com.liferay.portlet.messageboards.service.persistence.MBMessageFinderImpl,288,12,5,1589.2393286443123,98,13,3.2222222222222223,8,60.46170096805595,33,2,193,1,1,1,1.9782770905294285,0,35,0,0,549,3,0,9,2,2,1,0,1,0,6,0,0,40,1,2,40,1,0,2,0,40,1,0,1,0.1461792929292929
com.liferay.portlet.messageboards.service.persistence.MBMessageFinderUtil,36,14,4,1589.2393286443123,58,13,0.0,7,0.2575393768188564,33,2,2,1,1,1,2.0344259359556167,13,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.7202608695652175
com.liferay.portlet.messageboards.service.persistence.MBStatsUserUtil,81,57,2,1589.2393286443123,122,13,0.0,6,0.1312862240973312,33,2,2,1,1,1,1.3576839783705068,55,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.5295265392781316
com.liferay.portlet.messageboards.service.persistence.MBThreadFinderImpl,399,19,4,1589.2393286443123,103,13,4.333333333333333,7,13.12751298693786,33,2,49,1,1,1,1.5405401289446792,0,35,0,0,549,3,0,15,2,2,1,0,1,0,5,0,0,40,1,2,40,1,0,2,0,40,1,0,1,0.1707478632478632
com.liferay.portlet.messageboards.service.persistence.MBThreadFinderUtil,35,21,4,1589.2393286443123,78,13,0.0,6,0.21295885499998,33,2,2,1,1,1,1.5181268528269427,20,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.661797619047619
com.liferay.portlet.messageboards.service.persistence.MBThreadFlagUtil,59,47,2,1589.2393286443123,81,13,0.0,4,0.1443048932579844,33,2,2,1,1,1,1.0456258094238748,45,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5330992366412214
com.liferay.portlet.messageboards.service.persistence.MBThreadUtil,299,168,2,1589.2393286443123,522,13,0.0,6,0.076921714186429,33,2,2,1,1,1,1.4280539468774751,166,35,0,0,549,3,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.4493333333333333
com.liferay.portlet.messageboards.social.MBActivityInterpreter,57,1,3,27.5,2,3,3.0,2,14.0,2,5,29,15,1,1,0.0,0,10,2,0,549,0,0,1,2,1,1,0,1,0,1,0,0,20,1,1,20,1,0,1,0,20,1,0,1,0.0466666666666666
com.liferay.portlet.messageboards.trash.MBThreadTrashHandler,30,6,2,0.0,9,55,0.6666666666666666,3,2.608745973749756,1,1,8,1,1,1,0.7483314773547883,0,6,1,0,549,0,0,1,2,1,1,0,1,0,0,0,0,33,1,1,33,1,0,1,0,33,1,0,1,0.2763333333333334
com.liferay.portlet.messageboards.util.MBMailMessage,22,7,3,139.2556601682276,2,10,0.2857142857142857,2,0.7284313590846835,6,2,3,1,1,1,0.0,0,9,2,0,549,3,0,0,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,3,12,1,0,1,0.7252747252747253
